CSA2010,Arts and Culture,Crime and Safety,Economic and Workforce Development,Education,Health and Human Welfare,Housing,Socioeconomic/Demographics,Sustainability
Loch Raven,0.082135523614,9.53198797767,0.291998340061,5.85983127839,3.53535353535,7.46680680452,6.47584094324,2.58302583026
Madison/East End,0.0,8.45427221984,0.124495416305,4.97296128055,7.9797979798,9.83959140637,8.47127499711,6.82656826568
Medfield/Hampden/Woodberry/Remington,1.47843942505,8.44568484328,1.28192552911,2.88124594419,2.92929292929,5.51010402885,5.38377066235,1.91881918819
Midtown,5.70841889117,6.9428939459,1.64447127174,1.04910231451,2.12121212121,4.64637577988,7.37949370015,3.54243542435
Midway/Coldstream,0.123203285421,9.06826964362,0.197306371902,5.23469608479,8.48484848485,9.96820034788,7.76210842677,5.23985239852
Morrell Park/Violetville,0.164271047228,8.44568484328,0.862790960878,2.4659312135,3.78787878788,8.71914896475,7.28961969714,2.0295202952
Mount Washington/Coldspring,0.246406570842,9.40317732933,0.320670011695,0.393683755137,3.48484848485,1.75045835824,3.00196509074,0.811808118081
North Baltimore/Guilford/Homeland,0.698151950719,9.2700729927,0.484400347078,1.05126541207,1.36363636364,0.0,2.889550341,0.553505535055
Northwood,0.431211498973,9.69085444397,0.371599954729,4.50789530608,3.83838383838,7.44296546027,5.4242284129,2.17712177122
Oldtown/Middle East,1.41683778234,8.70330613997,2.18923303278,4.70257408609,4.54545454545,7.65330655939,10.0,5.94095940959
Orangeville/East Highlandtown,0.595482546201,7.37226277372,1.45018297054,3.38741077223,7.07070707071,7.88060523435,7.0535198243,3.50553505535
Patterson Park North & East,0.225872689938,7.43237440962,0.123363639793,5.65650010815,6.9696969697,4.85104196748,5.49098370131,4.53874538745
Penn North/Reservoir Hill,2.9568788501,8.92657793044,0.157316935149,4.50356911097,7.27272727273,8.19430359769,7.88030285516,5.31365313653
Pimlico/Arlington/Hilltop,0.205338809035,8.93945899528,0.648130682461,5.23685918235,7.57575757576,8.94856313927,8.06149578083,4.46494464945
Poppleton/The Terraces/Hollins Market,0.0616016427105,8.51867754401,0.113177651186,2.53298723772,7.57575757576,7.21304759538,9.4717373714,4.83394833948
Sandtown-Winchester/Harlem Park,0.0205338809035,9.23572348647,0.190515712831,7.51892710361,6.91919191919,9.69771861841,9.05617847648,7.82287822878
South Baltimore,0.082135523614,8.23958780593,1.03783906138,0.209820462903,7.62626262626,1.71268158038,1.70009247486,1.47601476015
Southeastern,0.184804928131,8.42851009017,1.01218546044,1.91217823924,5.0,8.19531097844,7.87192232112,3.06273062731
Southern Park Heights,0.164271047228,9.22713610992,0.164862111895,5.98312783907,7.62626262626,9.77961867281,8.82296844295,5.53505535055
Southwest Baltimore,0.184804928131,8.38986689566,0.416493756366,8.92277741726,7.0202020202,10.0,9.09201248411,8.41328413284
The Waverlies,0.041067761807,7.90468012022,0.21428301958,3.22085226044,5.60606060606,8.31139481938,7.87625708011,3.9852398524
Upton/Druid Heights,0.184804928131,8.48862172606,0.476477911495,5.55699762059,8.48484848485,9.72414557323,9.80320194197,8.74538745387
Washington Village/Pigtown,0.554414784394,4.3580936024,0.775266910627,2.00302833658,6.41414141414,8.29252322013,6.09120332909,2.91512915129
Westport/Mount Winans/Lakeland,0.143737166324,8.68613138686,0.34217376542,3.85031364915,8.23232323232,9.49795501709,6.90844989019,3.43173431734
